,0
2024-01-02,0.0
2024-01-03,0.0
2024-01-04,0.0
2024-01-05,0.0
2024-01-07,0.0
2024-01-08,0.0
2024-01-09,0.0
2024-01-10,0.0
2024-01-11,0.0
2024-01-12,0.0
2024-01-14,0.0
2024-01-15,0.0
2024-01-16,0.0
2024-01-17,-0.0006115997335879308
2024-01-18,-0.00040861189097496364
2024-01-19,-0.0006616876428044982
2024-01-21,-0.0008409496336837519
2024-01-22,-0.0007223203750137408
2024-01-23,-0.001624493723349163
2024-01-24,-0.002947448705281963
2024-01-25,-0.003751336819626583
2024-01-26,-0.005024649724913677
2024-01-28,-0.005011028754252855
2024-01-29,-0.004031664325338968
2024-01-30,-0.004031664325338968
2024-01-31,-0.004031664325338968
2024-02-01,-0.005892268659576372
2024-02-02,-0.006528633545739515
2024-02-04,-0.006358548508410111
2024-02-05,-0.005371470185044025
2024-02-06,-0.0070065997903876465
2024-02-07,-0.0070065997903876465
2024-02-08,-0.0074225934166241014
2024-02-09,-0.007999593190597287
2024-02-11,-0.007999593190597287
2024-02-12,-0.007826288171672857
2024-02-13,-0.008924513323288474
2024-02-14,-0.009262831227537016
2024-02-15,-0.009982602003809404
2024-02-16,-0.011055518010859022
2024-02-18,-0.010969658737196464
2024-02-19,-0.011233157887402201
2024-02-20,-0.009894937484110633
2024-02-21,-0.009415309817444317
2024-02-22,-0.008994564640609437
2024-02-23,-0.008994564640609437
2024-02-25,-0.008994564640609437
2024-02-26,-0.009190079855257216
2024-02-27,-0.009985570075968786
2024-02-28,-0.009985570075968786
2024-02-29,-0.009985570075968786
2024-03-01,-0.010999951224815008
2024-03-03,-0.010762194741986253
2024-03-04,-0.010520941840292397
2024-03-05,-0.010482481232775953
2024-03-06,-0.008740456407984043
2024-03-07,-0.00984256864784605
2024-03-08,-0.010262778533558392
2024-03-10,-0.010114926907104027
2024-03-11,-0.010964878197422423
2024-03-12,-0.010964878197422423
2024-03-13,-0.009439931721269557
2024-03-14,-0.009456812981083806
2024-03-15,-0.009965938020586651
2024-03-17,-0.009994756419049011
2024-03-18,-0.009183038195690552
2024-03-19,-0.007990682569171126
2024-03-20,-0.008975396851830686
2024-03-21,-0.009966421454978835
2024-03-22,-0.00954197848148075
2024-03-24,-0.009830774731489855
2024-03-25,-0.010947703632008587
2024-03-26,-0.010947703632008587
2024-03-27,-0.011390401615142154
2024-03-28,-0.008024938856485475
2024-03-29,-0.008574256672026603
2024-03-31,-0.008595064165039523
2024-04-01,-0.0069875382373509876
2024-04-02,-0.0069875382373509876
2024-04-03,-0.006711422764644093
2024-04-04,-0.00500151331382559
2024-04-05,-0.00500151331382559
2024-04-07,-0.005196871969591066
2024-04-08,-0.0040658481730536655
2024-04-09,-0.0030115163404531575
2024-04-10,-0.0033754351660608695
2024-04-11,-0.002193769332322515
2024-04-12,-0.0010132579751856996
2024-04-14,-0.0018079042175120907
2024-04-15,-0.0017732095565353712
2024-04-16,-0.0030050360559569222
2024-04-17,-0.0030050360559569222
2024-04-18,-0.002671810138000441
2024-04-19,-0.004002031019901042
2024-04-21,-0.004002031019901042
2024-04-22,-0.00427160642943325
2024-04-23,-0.004998028988881242
2024-04-24,-0.00478303037067318
2024-04-25,-0.00406774650624997
2024-04-26,-0.004005017021812107
2024-04-28,-0.004005017021812107
2024-04-29,-0.005001012004790306
2024-04-30,-0.005001012004790306
2024-05-01,-0.006983139791931103
2024-05-02,-0.006983139791931103
2024-05-03,-0.006983139791931103
2024-05-05,-0.0070653758679298795
2024-05-06,-0.0069370875893715045
2024-05-07,-0.007844973868399885
2024-05-08,-0.007972867209099066
2024-05-09,-0.007612617388809806
2024-05-10,-0.007754991569283387
2024-05-12,-0.007707533509125453
2024-05-13,-0.0073623839807046565
2024-05-14,-0.0065318679279419145
2024-05-15,-0.005740171330878008
2024-05-16,-0.006982824130573495
2024-05-17,-0.006982824130573495
2024-05-19,-0.006982824130573495
2024-05-20,-0.006982824130573495
2024-05-21,-0.006982824130573495
2024-05-22,-0.007596380797029623
2024-05-23,-0.007969243922932634
2024-05-24,-0.007969243922932634
2024-05-26,-0.007969243922932634
2024-05-27,-0.006579911604609023
2024-05-28,-0.005661916877416129
2024-05-29,-0.0032046883441350094
2024-05-30,-0.004988042949073179
2024-05-31,-0.006197707176062273
2024-06-02,-0.006029562897944096
2024-06-03,-0.003995021015936406
2024-06-04,-0.003995021015936406
2024-06-05,-0.003995021015936406
2024-06-06,-0.004895111597088997
2024-06-07,-0.005819367596612501
2024-06-09,-0.002945104939814591
2024-06-10,-0.002981417085104243
2024-06-11,-0.002981417085104243
2024-06-12,-0.002981417085104243
2024-06-13,-0.0030530523732347215
2024-06-14,-0.0016445558712688824
2024-06-16,-0.001692484952460771
2024-06-17,-0.0019812808498660406
2024-06-18,-0.0030347863913341433
2024-06-19,-0.0030347863913341433
2024-06-20,-0.003553534128030389
2024-06-21,-0.001333645413970852
2024-06-23,-0.0013278494921372674
2024-06-24,-0.0020312223231814253
2024-06-25,-0.0026758654041892926
2024-06-26,0.0
2024-06-27,-0.00026054240205253265
2024-06-28,-0.0004054805853384025
2024-06-30,0.0
2024-07-01,-0.0004662769567357339
2024-07-02,-0.00021050367464303665
2024-07-03,0.0
2024-07-04,0.0
2024-07-05,-0.0009953081500001515
2024-07-07,-0.0009000317348781817
2024-07-08,-0.0010310368056710706
2024-07-09,-0.0013565645573382357
2024-07-10,-0.0006419914439227403
2024-07-11,0.0
2024-07-12,0.0
2024-07-14,-0.00046530434658542674
2024-07-15,0.0
2024-07-16,0.0
