datetime,open,high,low,close,volume
2024-01-01 17:00:00,155.555,155.566,155.539,155.565,0
2024-01-01 17:15:00,155.564,155.619,155.539,155.591,0
2024-01-01 17:30:00,155.591,155.666,155.551,155.562,0
2024-01-01 17:45:00,155.561,155.597,155.551,155.571,0
2024-01-01 18:00:00,155.566,155.637,155.437,155.437,0
2024-01-01 18:15:00,155.438,155.566,155.437,155.564,0
2024-01-01 18:30:00,155.563,155.598,155.521,155.59,0
2024-01-01 18:45:00,155.586,155.766,155.586,155.741,0
2024-01-01 19:00:00,155.741,155.817,155.733,155.813,0
2024-01-01 19:15:00,155.813,156.004,155.797,155.931,0
2024-01-01 19:30:00,155.933,155.963,155.863,155.909,0
2024-01-01 19:45:00,155.915,155.937,155.79,155.797,0
2024-01-01 20:00:00,155.797,155.937,155.797,155.915,0
2024-01-01 20:15:00,155.914,156.039,155.903,156.026,0
2024-01-01 20:30:00,156.026,156.134,155.981,156.048,0
2024-01-01 20:45:00,156.048,156.123,156.048,156.081,0
2024-01-01 21:00:00,156.081,156.092,155.983,155.988,0
2024-01-01 21:15:00,155.988,155.988,155.899,155.922,0
2024-01-01 21:30:00,155.922,156.185,155.904,155.975,0
2024-01-01 21:45:00,155.975,156.04,155.941,155.986,0
2024-01-01 22:00:00,155.983,156.05,155.981,156.006,0
2024-01-01 22:15:00,156.007,156.136,155.999,156.126,0
2024-01-01 22:30:00,156.126,156.129,156.046,156.086,0
2024-01-01 22:45:00,156.086,156.102,155.994,155.998,0
2024-01-01 23:00:00,156.001,156.035,155.947,156.025,0
2024-01-01 23:15:00,156.027,156.053,155.979,155.982,0
2024-01-01 23:30:00,155.982,156.005,155.951,155.986,0
2024-01-01 23:45:00,155.986,155.995,155.946,155.994,0
2024-01-02 00:00:00,155.994,156.019,155.93,155.958,0
2024-01-02 00:15:00,155.957,156.011,155.942,155.982,0
2024-01-02 00:30:00,155.982,156.031,155.952,156.023,0
2024-01-02 00:45:00,156.02,156.022,155.92,155.951,0
2024-01-02 01:00:00,155.951,156.003,155.941,155.998,0
2024-01-02 01:15:00,155.998,156.026,155.943,155.986,0
2024-01-02 01:30:00,155.986,156.071,155.949,156.034,0
2024-01-02 01:45:00,156.034,156.126,156.018,156.083,0
2024-01-02 02:00:00,156.08,156.134,156.018,156.037,0
2024-01-02 02:15:00,156.039,156.127,156.018,156.119,0
2024-01-02 02:30:00,156.115,156.12,156.02,156.026,0
2024-01-02 02:45:00,156.026,156.119,155.917,155.922,0
2024-01-02 03:00:00,155.926,156.057,155.923,155.944,0
2024-01-02 03:15:00,155.946,155.975,155.839,155.963,0
