datetime,open,high,low,close,volume
2024-01-01 16:00:00,155.555,156.004,155.437,155.797,0
2024-01-01 20:00:00,155.797,156.185,155.797,155.994,0
2024-01-02 00:00:00,155.994,156.192,155.839,156.133,0
2024-01-02 04:00:00,156.134,156.335,155.535,155.671,0
2024-01-02 08:00:00,155.671,155.733,155.063,155.465,0
2024-01-02 12:00:00,155.466,155.495,155.257,155.362,0
2024-01-02 16:00:00,155.359,155.565,155.136,155.431,0
2024-01-02 20:00:00,155.43,155.606,155.411,155.559,0
2024-01-03 00:00:00,155.56,156.23,155.558,156.155,0
2024-01-03 04:00:00,156.155,156.255,155.786,156.036,0
2024-01-03 08:00:00,156.038,156.714,156.031,156.591,0
2024-01-03 12:00:00,156.591,156.783,156.314,156.43,0
2024-01-03 16:00:00,156.429,156.526,156.067,156.486,0
2024-01-03 20:00:00,156.486,156.902,156.302,156.865,0
2024-01-04 00:00:00,156.865,157.292,156.622,157.279,0
2024-01-04 04:00:00,157.283,158.089,157.279,157.957,0
2024-01-04 08:00:00,157.954,158.586,157.794,158.42,0
2024-01-04 12:00:00,158.418,158.469,158.182,158.318,0
2024-01-04 16:00:00,158.317,158.673,158.098,158.571,0
2024-01-04 20:00:00,158.571,158.623,158.401,158.423,0
2024-01-05 00:00:00,158.423,158.829,158.186,158.245,0
2024-01-05 04:00:00,158.243,158.641,158.237,158.414,0
2024-01-05 08:00:00,158.413,158.994,158.043,158.347,0
2024-01-05 12:00:00,158.342,158.578,158.246,158.343,0
2024-01-05 16:00:00,158.343,158.377,158.204,158.248,0
2024-01-07 16:00:00,158.1,158.481,158.095,158.307,0
2024-01-07 20:00:00,158.305,158.367,157.848,157.958,0
2024-01-08 00:00:00,157.963,158.14,157.715,158.013,0
2024-01-08 04:00:00,158.01,158.372,157.713,158.122,0
2024-01-08 08:00:00,158.118,158.289,157.68,157.93,0
2024-01-08 12:00:00,157.93,157.993,157.77,157.922,0
2024-01-08 16:00:00,157.923,157.986,157.592,157.677,0
2024-01-08 20:00:00,157.676,157.723,157.224,157.317,0
2024-01-09 00:00:00,157.317,157.982,157.301,157.704,0
2024-01-09 04:00:00,157.703,157.719,157.32,157.54,0
