datetime,open,high,low,close,volume
2024-01-01 17:00:00,1.32229,1.32485,1.32229,1.32413,0
2024-01-01 18:00:00,1.32412,1.32478,1.32397,1.32442,0
2024-01-01 19:00:00,1.32441,1.32474,1.32422,1.32446,0
2024-01-01 20:00:00,1.32448,1.3245,1.3228,1.32411,0
2024-01-01 21:00:00,1.32412,1.32545,1.32389,1.32536,0
2024-01-01 22:00:00,1.32534,1.32562,1.32499,1.32554,0
2024-01-01 23:00:00,1.32553,1.32572,1.32537,1.32545,0
2024-01-02 00:00:00,1.32543,1.32562,1.32355,1.32358,0
2024-01-02 01:00:00,1.32358,1.32553,1.32356,1.32538,0
2024-01-02 02:00:00,1.32539,1.32543,1.32379,1.32507,0
2024-01-02 03:00:00,1.32506,1.3251,1.3228,1.32413,0
2024-01-02 04:00:00,1.32413,1.32534,1.32409,1.32529,0
2024-01-02 05:00:00,1.32533,1.32626,1.32478,1.32494,0
2024-01-02 06:00:00,1.32494,1.32708,1.32479,1.32676,0
2024-01-02 07:00:00,1.32674,1.32907,1.32665,1.32905,0
2024-01-02 08:00:00,1.32906,1.33085,1.3289,1.32991,0
2024-01-02 09:00:00,1.32991,1.33285,1.32989,1.33157,0
2024-01-02 10:00:00,1.33159,1.33271,1.331,1.3312,0
2024-01-02 11:00:00,1.3312,1.33195,1.33,1.33103,0
2024-01-02 12:00:00,1.33103,1.33148,1.33023,1.33045,0
2024-01-02 13:00:00,1.33045,1.33271,1.33045,1.33262,0
2024-01-02 14:00:00,1.33262,1.33326,1.33217,1.33265,0
2024-01-02 15:00:00,1.33263,1.33336,1.3324,1.33301,0
2024-01-02 16:00:00,1.333,1.33311,1.33196,1.33196,0
2024-01-02 17:00:00,1.33182,1.33227,1.33145,1.3321,0
2024-01-02 18:00:00,1.33203,1.33228,1.332,1.33216,0
2024-01-02 19:00:00,1.33216,1.33232,1.33174,1.33219,0
2024-01-02 20:00:00,1.33218,1.33292,1.33198,1.3326,0
2024-01-02 21:00:00,1.33259,1.33316,1.33246,1.33272,0
2024-01-02 22:00:00,1.33274,1.33299,1.33247,1.33253,0
2024-01-02 23:00:00,1.33254,1.33291,1.33244,1.33268,0
2024-01-03 00:00:00,1.33269,1.33293,1.33246,1.33269,0
2024-01-03 01:00:00,1.33269,1.33273,1.33209,1.33245,0
2024-01-03 02:00:00,1.33243,1.33337,1.33223,1.33242,0
2024-01-03 03:00:00,1.33241,1.33336,1.33225,1.33248,0
2024-01-03 04:00:00,1.3325,1.3333,1.33233,1.3325,0
2024-01-03 05:00:00,1.33251,1.33349,1.33231,1.33342,0
2024-01-03 06:00:00,1.33341,1.33459,1.33305,1.33428,0
2024-01-03 07:00:00,1.33427,1.33483,1.33367,1.33449,0
2024-01-03 08:00:00,1.3345,1.33638,1.33447,1.33617,0
2024-01-03 09:00:00,1.33616,1.33642,1.33471,1.33505,0
2024-01-03 10:00:00,1.33519,1.33673,1.33369,1.33506,0
2024-01-03 11:00:00,1.33505,1.33614,1.33427,1.33578,0
2024-01-03 12:00:00,1.33579,1.3363,1.3355,1.33604,0
2024-01-03 13:00:00,1.33607,1.33624,1.33497,1.33596,0
2024-01-03 14:00:00,1.33606,1.33715,1.33474,1.33553,0
2024-01-03 15:00:00,1.33553,1.33584,1.33507,1.33575,0
2024-01-03 16:00:00,1.33576,1.33586,1.33512,1.33513,0
2024-01-03 17:00:00,1.33509,1.3352,1.33462,1.33506,0
2024-01-03 18:00:00,1.33505,1.33521,1.3347,1.33479,0
2024-01-03 19:00:00,1.33482,1.33525,1.33481,1.33499,0
2024-01-03 20:00:00,1.335,1.33513,1.33438,1.33465,0
2024-01-03 21:00:00,1.33466,1.33546,1.33449,1.3351,0
2024-01-03 22:00:00,1.3351,1.33512,1.33365,1.33383,0
2024-01-03 23:00:00,1.33384,1.33408,1.33351,1.33386,0
2024-01-04 00:00:00,1.33385,1.33432,1.33382,1.33397,0
2024-01-04 01:00:00,1.33399,1.33404,1.33225,1.33247,0
2024-01-04 02:00:00,1.33247,1.33276,1.33169,1.33193,0
2024-01-04 03:00:00,1.33194,1.3326,1.3317,1.33238,0
2024-01-04 04:00:00,1.33237,1.33304,1.3319,1.33235,0
2024-01-04 05:00:00,1.33236,1.33295,1.33168,1.33227,0
2024-01-04 06:00:00,1.33227,1.33384,1.33202,1.33371,0
2024-01-04 07:00:00,1.33373,1.33415,1.33286,1.33337,0
2024-01-04 08:00:00,1.33341,1.33613,1.33299,1.33565,0
2024-01-04 09:00:00,1.33568,1.33659,1.33491,1.33565,0
2024-01-04 10:00:00,1.33565,1.33613,1.33411,1.33534,0
2024-01-04 11:00:00,1.33538,1.33626,1.33493,1.33565,0
2024-01-04 12:00:00,1.33565,1.33604,1.33503,1.33545,0
2024-01-04 13:00:00,1.33545,1.33589,1.33474,1.33573,0
2024-01-04 14:00:00,1.33575,1.33612,1.33524,1.3356,0
2024-01-04 15:00:00,1.3356,1.33565,1.33491,1.33521,0
2024-01-04 16:00:00,1.33521,1.33528,1.33457,1.33491,0
2024-01-04 17:00:00,1.33484,1.33553,1.3344,1.33501,0
2024-01-04 18:00:00,1.33501,1.33562,1.33485,1.33558,0
2024-01-04 19:00:00,1.33557,1.33588,1.33502,1.33522,0
2024-01-04 20:00:00,1.33522,1.33553,1.33473,1.335,0
2024-01-04 21:00:00,1.33498,1.33553,1.33457,1.33552,0
2024-01-04 22:00:00,1.33549,1.33617,1.33526,1.33606,0
2024-01-04 23:00:00,1.33605,1.33642,1.33568,1.33641,0
2024-01-05 00:00:00,1.33641,1.33673,1.33606,1.33616,0
2024-01-05 01:00:00,1.33616,1.33719,1.3359,1.33662,0
2024-01-05 02:00:00,1.33665,1.3367,1.33545,1.33609,0
2024-01-05 03:00:00,1.3361,1.33673,1.3355,1.33627,0
2024-01-05 04:00:00,1.33625,1.33727,1.33569,1.33723,0
2024-01-05 05:00:00,1.33722,1.33794,1.33705,1.33718,0
2024-01-05 06:00:00,1.33718,1.33741,1.33686,1.33722,0
2024-01-05 07:00:00,1.33722,1.33748,1.33674,1.33735,0
2024-01-05 08:00:00,1.33731,1.33987,1.33566,1.33587,0
2024-01-05 09:00:00,1.33587,1.33681,1.33246,1.33304,0
2024-01-05 10:00:00,1.33285,1.33359,1.32868,1.33226,0
2024-01-05 11:00:00,1.33229,1.3338,1.33148,1.33323,0
2024-01-05 12:00:00,1.33324,1.33521,1.33314,1.33412,0
2024-01-05 13:00:00,1.3341,1.33584,1.33377,1.33472,0
2024-01-05 14:00:00,1.33469,1.33666,1.33453,1.33614,0
2024-01-05 15:00:00,1.33616,1.33683,1.3359,1.33637,0
2024-01-05 16:00:00,1.33642,1.33671,1.33549,1.3355,0
2024-01-07 17:00:00,1.3341,1.33614,1.33409,1.33605,0
2024-01-07 18:00:00,1.33605,1.33652,1.33596,1.33597,0
2024-01-07 19:00:00,1.33597,1.33619,1.33546,1.33546,0
2024-01-07 20:00:00,1.33546,1.33572,1.33444,1.33541,0
2024-01-07 21:00:00,1.3354,1.33646,1.33539,1.33628,0
