datetime,open,high,low,close,volume
2024-01-01 17:00:00,1.32229,1.32262,1.32229,1.32248,0
2024-01-01 17:15:00,1.32237,1.32462,1.32237,1.32461,0
2024-01-01 17:30:00,1.32462,1.32485,1.32392,1.32453,0
2024-01-01 17:45:00,1.32448,1.32462,1.32404,1.32413,0
2024-01-01 18:00:00,1.32412,1.32435,1.32397,1.32435,0
2024-01-01 18:15:00,1.32434,1.32463,1.32432,1.32445,0
2024-01-01 18:30:00,1.32442,1.32471,1.32436,1.3246,0
2024-01-01 18:45:00,1.32462,1.32478,1.32434,1.32442,0
2024-01-01 19:00:00,1.32441,1.32448,1.32422,1.32433,0
2024-01-01 19:15:00,1.32433,1.32472,1.32423,1.3247,0
2024-01-01 19:30:00,1.3247,1.32474,1.32454,1.32462,0
2024-01-01 19:45:00,1.32461,1.32464,1.32434,1.32446,0
2024-01-01 20:00:00,1.32448,1.3245,1.3228,1.32352,0
2024-01-01 20:15:00,1.3235,1.3235,1.32312,1.3232,0
2024-01-01 20:30:00,1.32321,1.32383,1.32321,1.32347,0
2024-01-01 20:45:00,1.32344,1.32418,1.32323,1.32411,0
2024-01-01 21:00:00,1.32412,1.32467,1.32389,1.32438,0
2024-01-01 21:15:00,1.32439,1.32473,1.32439,1.3247,0
2024-01-01 21:30:00,1.3247,1.32517,1.32467,1.32502,0
2024-01-01 21:45:00,1.32505,1.32545,1.32501,1.32536,0
2024-01-01 22:00:00,1.32534,1.32547,1.32499,1.32519,0
2024-01-01 22:15:00,1.32517,1.32556,1.32514,1.32551,0
2024-01-01 22:30:00,1.32552,1.3256,1.32524,1.32538,0
2024-01-01 22:45:00,1.32537,1.32562,1.3252,1.32554,0
2024-01-01 23:00:00,1.32553,1.32562,1.32543,1.32562,0
2024-01-01 23:15:00,1.32561,1.32571,1.32557,1.32564,0
2024-01-01 23:30:00,1.32563,1.32569,1.32537,1.32569,0
2024-01-01 23:45:00,1.32568,1.32572,1.32544,1.32545,0
2024-01-02 00:00:00,1.32543,1.32562,1.32508,1.32524,0
2024-01-02 00:15:00,1.32524,1.32547,1.32503,1.32522,0
2024-01-02 00:30:00,1.32522,1.32531,1.32493,1.32495,0
2024-01-02 00:45:00,1.32493,1.32493,1.32355,1.32358,0
2024-01-02 01:00:00,1.32358,1.32412,1.32356,1.32412,0
2024-01-02 01:15:00,1.3241,1.32484,1.3241,1.32469,0
2024-01-02 01:30:00,1.3247,1.32509,1.32454,1.32506,0
2024-01-02 01:45:00,1.32505,1.32553,1.32492,1.32538,0
2024-01-02 02:00:00,1.32539,1.32543,1.32433,1.32439,0
2024-01-02 02:15:00,1.32439,1.32444,1.32379,1.32408,0
2024-01-02 02:30:00,1.32406,1.32516,1.32383,1.32513,0
2024-01-02 02:45:00,1.32511,1.32529,1.32489,1.32507,0
2024-01-02 03:00:00,1.32506,1.3251,1.3228,1.32301,0
2024-01-02 03:15:00,1.32305,1.32433,1.32303,1.32396,0
2024-01-02 03:30:00,1.32397,1.32434,1.32372,1.32432,0
2024-01-02 03:45:00,1.32433,1.32455,1.32412,1.32413,0
2024-01-02 04:00:00,1.32413,1.32449,1.32409,1.3244,0
2024-01-02 04:15:00,1.3244,1.32492,1.32438,1.32447,0
2024-01-02 04:30:00,1.32449,1.32502,1.32419,1.32496,0
